year,name,sex,babies
1985,Kayanna,F,6
1985,Kayde,F,6
1985,Kearstin,F,6
1985,Keauna,F,6
1985,Keaundra,F,6
1985,Keelyn,F,6
1985,Keeyana,F,6
1985,Keisa,F,6
1985,Keishawna,F,6
1985,Keita,F,6
1985,Keitra,F,6
1985,Kelechi,F,6
1985,Kelin,F,6
1985,Kellisha,F,6
1985,Kelse,F,6
1985,Kelvina,F,6
1985,Kendalyn,F,6
1985,Kendi,F,6
1985,Kendrick,F,6
1985,Keneta,F,6
1985,Kenetha,F,6
1985,Keni,F,6
1985,Keniesha,F,6
1985,Kenise,F,6
1985,Kenni,F,6
1985,Kenny,F,6
1985,Kenora,F,6
1985,Kenyona,F,6
1985,Kenyonna,F,6
1985,Kenyotta,F,6
1985,Keon,F,6
1985,Kerbi,F,6
1985,Kerrigan,F,6
1985,Kery,F,6
1985,Keshonda,F,6
1985,Kessa,F,6
1985,Kestrel,F,6
1985,Ketrina,F,6
1985,Ketura,F,6
1985,Keyaira,F,6
1985,Keyon,F,6
1985,Keyonda,F,6
1985,Khalisha,F,6
1985,Khristen,F,6
1985,Khrystina,F,6
1985,Kiauna,F,6
1985,Kiely,F,6
1985,Kiffany,F,6
1985,Kijuana,F,6
1985,Kileen,F,6
1985,Kimanh,F,6
1985,Kimarie,F,6
1985,Kimika,F,6
1985,Kimmy,F,6
1985,Kinda,F,6
1985,Kindsey,F,6
1985,Kineta,F,6
1985,Kiriaki,F,6
1985,Kirin,F,6
1985,Kita,F,6
1985,Kitrina,F,6
1985,Klaudia,F,6
1985,Korine,F,6
1985,Korissa,F,6
1985,Korrina,F,6
1985,Kricket,F,6
1985,Krishana,F,6
1985,Krisheena,F,6
1985,Krishonda,F,6
1985,Krissie,F,6
1985,Kristianna,F,6
1985,Kristyann,F,6
1985,Krystelle,F,6
1985,Kursten,F,6
1985,Kuulei,F,6
1985,Kyeisha,F,6
1985,Kyera,F,6
1985,Kyiesha,F,6
1985,Kyisha,F,6
1985,Kymberley,F,6
1985,Kystal,F,6
1985,Lachell,F,6
1985,Lachrisha,F,6
1985,Laconia,F,6
1985,Lacourtney,F,6
1985,Lacoya,F,6
1985,Lacreasha,F,6
1985,Lacresia,F,6
1985,Ladeidra,F,6
1985,Ladora,F,6
1985,Laguisha,F,6
1985,Lainie,F,6
1985,Lakashia,F,6
1985,Lakedia,F,6
1985,Lakeish,F,6
1985,Laketta,F,6
1985,Lakindra,F,6
1985,Lakoya,F,6
1985,Lameisha,F,6
1985,Landria,F,6
1985,Landry,F,6
1985,Laneice,F,6
1985,Lanetra,F,6
1985,Lang,F,6
1985,Lannette,F,6
1985,Laprecious,F,6
1985,Laqueisha,F,6
1985,Laquia,F,6
1985,Laquina,F,6
1985,Laquitha,F,6
1985,Laria,F,6
1985,Larice,F,6
1985,Larosa,F,6
1985,Larra,F,6
1985,Larraine,F,6
1985,Lashaunna,F,6
1985,Lashawndra,F,6
1985,Lashaya,F,6
1985,Latangela,F,6
1985,Latausha,F,6
1985,Latesa,F,6
1985,Lateya,F,6
1985,Latisia,F,6
1985,Latona,F,6
1985,Latonja,F,6
1985,Latorie,F,6
1985,Latrista,F,6
1985,Laurajean,F,6
1985,Laurann,F,6
1985,Lavenia,F,6
1985,Laytona,F,6
1985,Lei,F,6
1985,Lelsie,F,6
1985,Lenay,F,6
1985,Lenea,F,6
1985,Lensey,F,6
1985,Leonila,F,6
1985,Leota,F,6
1985,Leroy,F,6
1985,Lesbia,F,6
1985,Lesette,F,6
1985,Leshawn,F,6
1985,Leshay,F,6
1985,Lester,F,6
1985,Leteshia,F,6
1985,Lezette,F,6
1985,Liani,F,6
1985,Libbie,F,6
1985,Lieren,F,6
1985,Liisa,F,6
1985,Lilli,F,6
1985,Lilyanne,F,6
1985,Linae,F,6
1985,Linde,F,6
1985,Lindey,F,6
1985,Lindzie,F,6
1985,Linnie,F,6
1985,Linsday,F,6
1985,Lirio,F,6
1985,Lislie,F,6
1985,Lisseth,F,6
1985,Litany,F,6
1985,Lizbet,F,6
1985,Lizzeth,F,6
1985,Lonetta,F,6
1985,Lorea,F,6
1985,Lorry,F,6
1985,Lovey,F,6
1985,Lucianna,F,6
1985,Lucienne,F,6
1985,Lucina,F,6
1985,Lucine,F,6
1985,Ludia,F,6
1985,Lutisha,F,6
1985,Luvia,F,6
1985,Luzmaria,F,6
1985,Lyly,F,6
1985,Lynesha,F,6
1985,Lynlee,F,6
1985,Macall,F,6
1985,Mackenzi,F,6
1985,Macrina,F,6
1985,Madaline,F,6
1985,Maddalena,F,6
1985,Maddison,F,6
1985,Madelyne,F,6
1985,Madilyn,F,6
1985,Madyson,F,6
1985,Magalie,F,6
1985,Mahealani,F,6
1985,Maheen,F,6
1985,Mahina,F,6
1985,Maila,F,6
1985,Makeisha,F,6
1985,Makeya,F,6
1985,Makila,F,6
1985,Malaina,F,6
1985,Malary,F,6
1985,Malee,F,6
1985,Maleia,F,6
1985,Malene,F,6
1985,Malin,F,6
1985,Malini,F,6
1985,Maloree,F,6
1985,Mana,F,6
1985,Mandilyn,F,6
1985,Mansi,F,6
1985,Manya,F,6
1985,Maral,F,6
1985,Marcell,F,6
1985,Marchetta,F,6
1985,Margalit,F,6
1985,Margrett,F,6
1985,Margurite,F,6
1985,Marichelle,F,6
1985,Mariea,F,6
1985,Marieta,F,6
1985,Marigny,F,6
1985,Marili,F,6
1985,Marilin,F,6
1985,Marinna,F,6
1985,Mariquita,F,6
1985,Marison,F,6
1985,Marizol,F,6
1985,Marka,F,6
1985,Markeia,F,6
1985,Markela,F,6
1985,Markella,F,6
1985,Marketia,F,6
1985,Markida,F,6
1985,Markitta,F,6
1985,Marleigh,F,6
1985,Marlenne,F,6
1985,Marlissa,F,6
1985,Marlowe,F,6
1985,Marne,F,6
1985,Marnita,F,6
1985,Marquerite,F,6
1985,Marquesa,F,6
1985,Marquesha,F,6
1985,Marquida,F,6
1985,Marranda,F,6
1985,Marshall,F,6
1985,Marsheena,F,6
1985,Marshia,F,6
1985,Martiza,F,6
1985,Maryclaire,F,6
1985,Maryclare,F,6
1985,Marye,F,6
1985,Maryetta,F,6
1985,Marykathryn,F,6
1985,Marylouise,F,6
1985,Marylyn,F,6
1985,Matisha,F,6
1985,Matti,F,6
1985,Maurie,F,6
1985,Mayleen,F,6
1985,Mayumi,F,6
1985,Mber,F,6
1985,Mckinley,F,6
1985,Meaghann,F,6
1985,Mechel,F,6
1985,Meghana,F,6
1985,Megnan,F,6
1985,Meigan,F,6
1985,Melana,F,6
1985,Meldoy,F,6
1985,Meleane,F,6
1985,Melindasue,F,6
1985,Melissasue,F,6
1985,Melitza,F,6
1985,Memorie,F,6
1985,Meoshia,F,6
1985,Meredeth,F,6
1985,Merinda,F,6
1985,Merrilee,F,6
1985,Merrissa,F,6
1985,Meryn,F,6
1985,Meshelle,F,6
1985,Micaiah,F,6
1985,Micale,F,6
1985,Micayla,F,6
1985,Mieka,F,6
1985,Mikesha,F,6
1985,Mikeya,F,6
1985,Mikhaila,F,6
1985,Milisa,F,6
1985,Minta,F,6
1985,Mirinda,F,6
1985,Mirra,F,6
1985,Mirza,F,6
1985,Mistina,F,6
1985,Moises,F,6
1985,Moneika,F,6
1985,Monesha,F,6
1985,Monik,F,6
1985,Monque,F,6
1985,Monte,F,6
1985,Moranda,F,6
1985,Moya,F,6
1985,Muna,F,6
1985,Myiesha,F,6
1985,Mylissa,F,6
1985,Myrella,F,6
1985,Myron,F,6
1985,Nachole,F,6
1985,Nadean,F,6
1985,Nadene,F,6
1985,Naheed,F,6
1985,Naiomi,F,6
1985,Nairoby,F,6
1985,Najma,F,6
1985,Nakea,F,6
1985,Nakeda,F,6
1985,Nakedra,F,6
1985,Nakieta,F,6
1985,Nancie,F,6
1985,Nancyann,F,6
1985,Narita,F,6
1985,Nashay,F,6
1985,Nasya,F,6
1985,Natahsa,F,6
1985,Nava,F,6
1985,Nawal,F,6
1985,Nazanin,F,6
1985,Neka,F,6
1985,Nekeia,F,6
1985,Netra,F,6
1985,Neveen,F,6
1985,Ngan,F,6
1985,Nguyen,F,6
1985,Niasha,F,6
1985,Nichel,F,6
1985,Nickolas,F,6
1985,Nicoli,F,6
1985,Nicosha,F,6
1985,Nigel,F,6
1985,Nikitta,F,6
1985,Nikka,F,6
1985,Nikoleta,F,6
1985,Ninamarie,F,6
1985,Ninja,F,6
1985,Niquita,F,6
1985,Nirvana,F,6
1985,Nithya,F,6
1985,Niva,F,6
1985,Niyoka,F,6
1985,Njideka,F,6
1985,Noe,F,6
1985,Noha,F,6
1985,Nonie,F,6
1985,Normajean,F,6
1985,Nya,F,6
1985,Nyah,F,6
1985,Nyia,F,6
1985,Nykole,F,6
1985,Oceana,F,6
1985,Odyssey,F,6
1985,Oona,F,6
1985,Owen,F,6
1985,Pamla,F,6
1985,Pandora,F,6
1985,Pari,F,6
1985,Pat,F,6
1985,Patria,F,6
1985,Patricie,F,6
1985,Paulita,F,6
1985,Persephone,F,6
1985,Phelicia,F,6
1985,Philana,F,6
1985,Phillis,F,6
1985,Phoua,F,6
1985,Piera,F,6
1985,Pierra,F,6
1985,Pinar,F,6
1985,Porshea,F,6
1985,Presley,F,6
1985,Pricsilla,F,6
1985,Punam,F,6
1985,Quantisha,F,6
1985,Queenie,F,6
1985,Quentina,F,6
1985,Quentisha,F,6
1985,Quintisha,F,6
1985,Rabecka,F,6
1985,Rache,F,6
1985,Rachelmarie,F,6
1985,Raechell,F,6
1985,Rahel,F,6
1985,Rain,F,6
1985,Ramina,F,6
1985,Ramonita,F,6
1985,Raneisha,F,6
1985,Rashia,F,6
1985,Rashika,F,6
1985,Rashmi,F,6
1985,Raushanah,F,6
1985,Ravon,F,6
1985,Rayven,F,6
1985,Rebcca,F,6
1985,Rechel,F,6
1985,Reesha,F,6
1985,Reeshemah,F,6
1985,Regis,F,6
1985,Reham,F,6
1985,Reid,F,6
1985,Reiko,F,6
1985,Reine,F,6
1985,Rendy,F,6
1985,Requita,F,6
1985,Retta,F,6
1985,Revae,F,6
1985,Rheana,F,6
1985,Rhema,F,6
1985,Rhiannan,F,6
1985,Richael,F,6
1985,Richanda,F,6
1985,Richel,F,6
1985,Rickey,F,6
1985,Rinda,F,6
1985,Rindi,F,6
1985,Rise,F,6
1985,Risha,F,6
1985,Robina,F,6
1985,Rockell,F,6
1985,Rola,F,6
1985,Romanda,F,6
1985,Ronalda,F,6
1985,Ronie,F,6
1985,Ronnica,F,6
1985,Ronny,F,6
1985,Roopa,F,6
1985,Rosaria,F,6
1985,Roschelle,F,6
1985,Roselie,F,6
1985,Rosemaria,F,6
1985,Rosey,F,6
1985,Rosia,F,6
1985,Rosibel,F,6
1985,Roxxanne,F,6
1985,Rozina,F,6
1985,Rudie,F,6
1985,Rula,F,6
1985,Rylie,F,6
1985,Saara,F,6
1985,Safa,F,6
1985,Safiyah,F,6
1985,Sahira,F,6
1985,Sai,F,6
1985,Saisha,F,6
1985,Samah,F,6
1985,Samarra,F,6
1985,Samie,F,6
1985,Sammijo,F,6
1985,Samnang,F,6
1985,Sanah,F,6
1985,Sandria,F,6
1985,Sanela,F,6
1985,Santrice,F,6
1985,Sanya,F,6
1985,Sapphira,F,6
1985,Sarajo,F,6
1985,Sarde,F,6
1985,Saroya,F,6
1985,Sausha,F,6
1985,Savanha,F,6
1985,Sayaka,F,6
1985,Scotti,F,6
1985,Sebrena,F,6
1985,Sekina,F,6
1985,Seleena,F,6
1985,Sentoria,F,6
1985,Seqouia,F,6
1985,Sequoyah,F,6
1985,Serrita,F,6
1985,Setareh,F,6
1985,Seville,F,6
1985,Shaakira,F,6
1985,Shaconda,F,6
1985,Shaconna,F,6
1985,Shaguana,F,6
1985,Shahera,F,6
1985,Shaida,F,6
1985,Shaindel,F,6
1985,Shajuana,F,6
1985,Shakeda,F,6
1985,Shakendra,F,6
1985,Shakenna,F,6
1985,Shaketha,F,6
1985,Shakiera,F,6
1985,Shakinah,F,6
1985,Shakoya,F,6
1985,Shalayne,F,6
1985,Shaleka,F,6
1985,Shalese,F,6
1985,Shaletha,F,6
1985,Shalice,F,6
1985,Shalie,F,6
1985,Shalona,F,6
1985,Shamarra,F,6
1985,Shamaya,F,6
1985,Shambra,F,6
1985,Shamequa,F,6
1985,Shametra,F,6
1985,Shamille,F,6
1985,Shamina,F,6
1985,Shamona,F,6
1985,Shamone,F,6
1985,Shamonique,F,6
1985,Shandia,F,6
1985,Shandie,F,6
1985,Shandora,F,6
1985,Shaneequa,F,6
1985,Shaneia,F,6
1985,Shanicqua,F,6
1985,Shanikka,F,6
1985,Shannara,F,6
1985,Shantale,F,6
1985,Shantella,F,6
1985,Shanterica,F,6
1985,Shantika,F,6
1985,Shanya,F,6
1985,Shaquina,F,6
1985,Shar,F,6
1985,Sharenna,F,6
1985,Sharis,F,6
1985,Sharity,F,6
1985,Sharmila,F,6
1985,Sharnelle,F,6
1985,Sharree,F,6
1985,Shashana,F,6
1985,Shatiya,F,6
1985,Shatyra,F,6
1985,Shaughnessy,F,6
1985,Shaunette,F,6
1985,Shauntee,F,6
1985,Shauntina,F,6
1985,Shauri,F,6
1985,Shavannah,F,6
1985,Shavaun,F,6
1985,Shavawn,F,6
1985,Shavondra,F,6
1985,Shawneequa,F,6
1985,Shawniece,F,6
1985,Shawntai,F,6
1985,Shawta,F,6
1985,Shaylah,F,6
1985,Sheelah,F,6
1985,Sheilla,F,6
1985,Shekela,F,6
1985,Sheketa,F,6
1985,Shekeya,F,6
1985,Shekima,F,6
1985,Shekina,F,6
1985,Shelbe,F,6
1985,Shelene,F,6
1985,Sheli,F,6
1985,Shelle,F,6
1985,Shemeika,F,6
1985,Shemicka,F,6
1985,Shenay,F,6
1985,Shene,F,6
1985,Shenetra,F,6
1985,Shenetta,F,6
1985,Shequetta,F,6
1985,Sherille,F,6
1985,Sherly,F,6
1985,Sherna,F,6
1985,Sherryann,F,6
1985,Sherryl,F,6
1985,Sheva,F,6
1985,Shey,F,6
1985,Shian,F,6
1985,Shiana,F,6
1985,Shianna,F,6
1985,Shimika,F,6
1985,Shin,F,6
1985,Shiniqua,F,6
1985,Shinita,F,6
1985,Shirita,F,6
1985,Shirlee,F,6
1985,Shirleen,F,6
1985,Shiron,F,6
1985,Shola,F,6
1985,Shontavia,F,6
1985,Shontaya,F,6
1985,Shontelle,F,6
1985,Shreena,F,6
1985,Shreya,F,6
1985,Shruti,F,6
1985,Shunda,F,6
1985,Shuntel,F,6
1985,Shunteria,F,6
1985,Shyanna,F,6
1985,Sibyl,F,6
1985,Silbia,F,6
1985,Smith,F,6
1985,So,F,6
1985,Sokhom,F,6
1985,Sonni,F,6
1985,Staceyann,F,6
1985,Stafanie,F,6
1985,Starlett,F,6
1985,Starrla,F,6
1985,Stephana,F,6
1985,Stephanye,F,6
1985,Suanne,F,6
1985,Suhey,F,6
1985,Sumera,F,6
1985,Sundae,F,6
1985,Susane,F,6
1985,Susette,F,6
1985,Sybrina,F,6
1985,Sylena,F,6
1985,Syliva,F,6
1985,Tabethia,F,6
1985,Tabia,F,6
1985,Tacia,F,6
1985,Tacoma,F,6
1985,Tahara,F,6
1985,Tahra,F,6
1985,Taiwan,F,6
1985,Takarra,F,6
1985,Takasha,F,6
1985,Takecia,F,6
1985,Takeela,F,6
1985,Takeena,F,6
1985,Takeysha,F,6
1985,Takima,F,6
1985,Takindra,F,6
1985,Tala,F,6
1985,Taletha,F,6
1985,Talishia,F,6
1985,Tallie,F,6
1985,Talon,F,6
1985,Talor,F,6
1985,Tamari,F,6
1985,Tamaya,F,6
1985,Tamecia,F,6
1985,Tamilia,F,6
1985,Tamirra,F,6
1985,Tamla,F,6
1985,Tammra,F,6
1985,Tamora,F,6
1985,Tanda,F,6
1985,Tang,F,6
1985,Tangee,F,6
1985,Tanjanika,F,6
1985,Tarena,F,6
1985,Tarnesha,F,6
1985,Tashira,F,6
1985,Tate,F,6
1985,Tatia,F,6
1985,Tava,F,6
1985,Teagen,F,6
1985,Tearia,F,6
1985,Teaundra,F,6
1985,Teaya,F,6
1985,Teea,F,6
1985,Teffany,F,6
1985,Tekesha,F,6
1985,Tekeshia,F,6
1985,Telena,F,6
1985,Temia,F,6
1985,Temitope,F,6
1985,Temperance,F,6
1985,Tempess,F,6
1985,Temple,F,6
1985,Tenica,F,6
1985,Tenisa,F,6
1985,Tennia,F,6
1985,Tennile,F,6
1985,Tequisha,F,6
1985,Teralyn,F,6
1985,Teren,F,6
1985,Terrian,F,6
1985,Terriann,F,6
1985,Terrilynn,F,6
1985,Tessy,F,6
1985,Theary,F,6
1985,Tiaira,F,6
1985,Tiane,F,6
1985,Tiani,F,6
1985,Tibisay,F,6
1985,Tichelle,F,6
1985,Tiearra,F,6
1985,Tifanee,F,6
1985,Tiffine,F,6
1985,Tiffony,F,6
1985,Timara,F,6
1985,Timekia,F,6
1985,Tineka,F,6
1985,Tishana,F,6
1985,Tishanna,F,6
1985,Tishina,F,6
1985,Tiziana,F,6
1985,Tomekia,F,6
1985,Tomesha,F,6
1985,Tomoko,F,6
1985,Toney,F,6
1985,Torre,F,6
1985,Towana,F,6
1985,Trasha,F,6
1985,Tremika,F,6
1985,Trenee,F,6
1985,Trenice,F,6
1985,Tressia,F,6
1985,Trianna,F,6
1985,Trica,F,6
1985,Tricha,F,6
1985,Trissa,F,6
1985,Trudie,F,6
1985,Trystan,F,6
1985,Twanisha,F,6
1985,Tyhesha,F,6
1985,Tyia,F,6
1985,Tykesha,F,6
1985,Tykisha,F,6
1985,Tylesha,F,6
1985,Tylynn,F,6
1985,Tymika,F,6
1985,Tyneesha,F,6
1985,Tynetta,F,6
1985,Tynishia,F,6
1985,Tyrisha,F,6
1985,Tyshell,F,6
1985,Tywanda,F,6
1985,Uchechi,F,6
1985,Uzoamaka,F,6
1985,Vada,F,6
1985,Valerieann,F,6
1985,Valicia,F,6
1985,Valincia,F,6
1985,Vanecia,F,6
1985,Vanessia,F,6
1985,Vanya,F,6
1985,Varina,F,6
1985,Vena,F,6
1985,Venesa,F,6
1985,Vianna,F,6
1985,Victoriana,F,6
1985,Victory,F,6
1985,Vidya,F,6
1985,Wade,F,6
1985,Wanisha,F,6
1985,Wanita,F,6
1985,Wednesday,F,6
1985,Wende,F,6
1985,Weslie,F,6
1985,Xia,F,6
1985,Yalanda,F,6
1985,Yamileth,F,6
1985,Yamilette,F,6
1985,Yancy,F,6
1985,Yang,F,6
1985,Yavonda,F,6
1985,Yee,F,6
1985,Yelitza,F,6
1985,Yetunde,F,6
1985,Yezenia,F,6
1985,Yoselyn,F,6
1985,Youlanda,F,6
1985,Ysabel,F,6
1985,Yukari,F,6
1985,Yukiko,F,6
1985,Yuko,F,6
1985,Yusra,F,6
1985,Zaynab,F,6
1985,Zeena,F,6
1985,Zeinab,F,6
1985,Zita,F,6
1985,Zohra,F,6
1985,Aamanda,F,5
1985,Aarthi,F,5
1985,Abbagail,F,5
1985,Abbye,F,5
1985,Adaira,F,5
1985,Adaliz,F,5
1985,Adine,F,5
1985,Adnrea,F,5
1985,Adonia,F,5
1985,Adraine,F,5
1985,Adwoa,F,5
1985,Aerica,F,5
1985,Afaf,F,5
1985,Afnan,F,5
1985,Agata,F,5
1985,Ahsha,F,5
1985,Ahslee,F,5
1985,Aicia,F,5
1985,Aidee,F,5
1985,Ailyn,F,5
1985,Aina,F,5
1985,Aine,F,5
1985,Aiysha,F,5
1985,Ajeenah,F,5
1985,Akeila,F,5
1985,Alegra,F,5
1985,Aleisa,F,5
1985,Aletheia,F,5
1985,Alexius,F,5
1985,Aleyda,F,5
1985,Alfredia,F,5
1985,Alie,F,5
1985,Aliecia,F,5
1985,Aliki,F,5
1985,Alisah,F,5
1985,Alissia,F,5
1985,Alixandria,F,5
1985,Alka,F,5
1985,Allanna,F,5
1985,Allesandra,F,5
1985,Almee,F,5
1985,Almetra,F,5
1985,Alsha,F,5
1985,Alsion,F,5
1985,Alvita,F,5
1985,Alxis,F,5
1985,Alycen,F,5
1985,Alyss,F,5
1985,Amalie,F,5
1985,Amandah,F,5
1985,Amandeep,F,5
1985,Amari,F,5
1985,Amatullah,F,5
1985,Ambor,F,5
1985,Ambr,F,5
1985,Ambreia,F,5
1985,Ambriel,F,5
1985,Ameisha,F,5
1985,Ameshia,F,5
1985,Amika,F,5
1985,Aminda,F,5
1985,Amrit,F,5
1985,Anahita,F,5
1985,Analaura,F,5
1985,Analuisa,F,5
1985,Anastassia,F,5
1985,Anastazia,F,5
1985,Anaya,F,5
1985,Anber,F,5
1985,Anda,F,5
1985,Andice,F,5
1985,Andrae,F,5
1985,Anedra,F,5
1985,Aneta,F,5
1985,Anetta,F,5
1985,Angalena,F,5
1985,Angelamaria,F,5
1985,Angelamarie,F,5
1985,Angeligue,F,5
1985,Angell,F,5
1985,Aniela,F,5
1985,Aniesha,F,5
1985,Anik,F,5
1985,Anikka,F,5
1985,Anitria,F,5
1985,Anjani,F,5
1985,Annaliisa,F,5
1985,Annalissa,F,5
1985,Annalyn,F,5
1985,Annalynn,F,5
1985,Annamary,F,5
1985,Annarose,F,5
1985,Anndria,F,5
1985,Anneli,F,5
1985,Annelisa,F,5
1985,Annell,F,5
1985,Annett,F,5
1985,Anniemarie,F,5
1985,Annya,F,5
1985,Anorea,F,5
1985,Antonea,F,5
1985,Antoria,F,5
1985,Antwan,F,5
1985,Anupama,F,5
1985,Anwar,F,5
1985,Apryll,F,5
1985,Aquita,F,5
1985,Arabia,F,5
1985,Argiro,F,5
1985,Arieal,F,5
1985,Arifa,F,5
1985,Arleigh,F,5
1985,Arlina,F,5
1985,Arnetra,F,5
1985,Arrington,F,5
1985,Artrice,F,5
1985,Aruna,F,5
1985,Arwyn,F,5
1985,Ashaunti,F,5
1985,Ashea,F,5
1985,Ashland,F,5
1985,Ashlely,F,5
1985,Ashlley,F,5
1985,Asleigh,F,5
1985,Asti,F,5
1985,Atheena,F,5
1985,Athenia,F,5
1985,Atie,F,5
1985,Atisha,F,5
1985,Atlantis,F,5
1985,Aubrea,F,5
1985,Aubrei,F,5
1985,Audia,F,5
1985,Audrianna,F,5
1985,Aunna,F,5
1985,Avelina,F,5
1985,Averie,F,5
1985,Avian,F,5
1985,Aydee,F,5
1985,Ayleen,F,5
1985,Ayumi,F,5
1985,Azizah,F,5
1985,Balinda,F,5
1985,Barbarita,F,5
1985,Barbi,F,5
1985,Barri,F,5
1985,Basilia,F,5
1985,Basma,F,5
1985,Baudelia,F,5
1985,Beatrix,F,5
1985,Belicia,F,5
1985,Belkys,F,5
1985,Beret,F,5
1985,Bernetta,F,5
1985,Bethlehem,F,5
1985,Betsi,F,5
1985,Betti,F,5
1985,Bijal,F,5
1985,Billye,F,5
1985,Binh,F,5
1985,Bionca,F,5
1985,Bliss,F,5
1985,Bobbiesue,F,5
1985,Bobbye,F,5
1985,Brain,F,5
1985,Brandalynn,F,5
1985,Brandeis,F,5
1985,Brandelyn,F,5
1985,Brandilynn,F,5
1985,Brandylee,F,5
1985,Brannon,F,5
1985,Bre,F,5
1985,Breane,F,5
1985,Breda,F,5
1985,Breean,F,5
1985,Breeze,F,5
1985,Breezie,F,5
1985,Breianna,F,5
1985,Brenae,F,5
1985,Brendalis,F,5
1985,Brenee,F,5
1985,Brennen,F,5
1985,Bresha,F,5
1985,Bri,F,5
1985,Briannon,F,5
1985,Briar,F,5
1985,Briget,F,5
1985,Brin,F,5
1985,Briona,F,5
1985,British,F,5
1985,Britnei,F,5
1985,Britteney,F,5
1985,Brock,F,5
1985,Brookelyn,F,5
1985,Bruna,F,5
1985,Bryant,F,5
1985,Bryon,F,5
1985,Brytney,F,5
1985,Bryttani,F,5
1985,Bunny,F,5
1985,Bushra,F,5
1985,Cacia,F,5
1985,Caela,F,5
1985,Cailen,F,5
1985,Caitland,F,5
1985,Caleen,F,5
1985,Calena,F,5
1985,Calle,F,5
1985,Camia,F,5
1985,Camryn,F,5
1985,Camy,F,5
1985,Candia,F,5
1985,Candias,F,5
1985,Candrea,F,5
1985,Candyse,F,5
1985,Caralynn,F,5
1985,Caree,F,5
1985,Cariann,F,5
1985,Carissia,F,5
1985,Carlea,F,5
1985,Carlyne,F,5
1985,Carmalita,F,5
1985,Carmencita,F,5
1985,Carmisha,F,5
1985,Carola,F,5
1985,Carolan,F,5
1985,Carrera,F,5
1985,Carrianne,F,5
1985,Cartier,F,5
1985,Cassee,F,5
1985,Casy,F,5
1985,Cathern,F,5
1985,Catheryne,F,5
1985,Cathi,F,5
1985,Cathlena,F,5
1985,Catiria,F,5
1985,Catoya,F,5
1985,Caycie,F,5
1985,Caylan,F,5
1985,Cayley,F,5
1985,Celes,F,5
1985,Celestia,F,5
1985,Celines,F,5
1985,Cena,F,5
1985,Ceri,F,5
1985,Cerita,F,5
1985,Cerrissa,F,5
1985,Chablis,F,5
1985,Chadae,F,5
1985,Chalea,F,5
1985,Chalon,F,5
1985,Chalsea,F,5
1985,Chandria,F,5
1985,Chaneka,F,5
1985,Chanequa,F,5
1985,Chanielle,F,5
1985,Chanique,F,5
1985,Chantha,F,5
1985,Chantile,F,5
1985,Chantrice,F,5
1985,Chardee,F,5
1985,Chardonnay,F,5
1985,Charece,F,5
1985,Charisha,F,5
1985,Charlana,F,5
1985,Charlese,F,5
1985,Charlet,F,5
1985,Charmel,F,5
1985,Charmin,F,5
1985,Charnay,F,5
1985,Charnise,F,5
1985,Charron,F,5
1985,Charta,F,5
1985,Chasidi,F,5
1985,Chatara,F,5
1985,Chatherine,F,5
1985,Chatoya,F,5
1985,Chayna,F,5
1985,Chealsey,F,5
1985,Cheila,F,5
1985,Chella,F,5
1985,Chemeka,F,5
1985,Chenel,F,5
1985,Chenin,F,5
1985,Chennell,F,5
1985,Cherae,F,5
1985,Chermaine,F,5
1985,Cherree,F,5
1985,Cherrise,F,5
1985,Chery,F,5
1985,Cherylann,F,5
1985,Cherylanne,F,5
1985,Cherylee,F,5
1985,Cheslie,F,5
1985,Chevy,F,5
1985,Chiante,F,5
1985,Chikara,F,5
1985,Chiketa,F,5
1985,Chimera,F,5
1985,Chisty,F,5
1985,Chrishanna,F,5
1985,Chrisina,F,5
1985,Chrislyn,F,5
1985,Christalyn,F,5
1985,Christey,F,5
1985,Christinna,F,5
1985,Chritina,F,5
1985,Chyla,F,5
1985,Chyvonne,F,5
1985,Cilicia,F,5
1985,Cindra,F,5
1985,Clementine,F,5
1985,Cloe,F,5
1985,Colena,F,5
1985,Coletta,F,5
1985,Colt,F,5
1985,Conni,F,5
1985,Consepcion,F,5
1985,Consuella,F,5
1985,Coralyn,F,5
1985,Corianna,F,5
1985,Corita,F,5
1985,Corneisha,F,5
1985,Correna,F,5
1985,Corrissa,F,5
1985,Cosima,F,5
1985,Courteny,F,5
1985,Courtnei,F,5
1985,Coutney,F,5
1985,Cris,F,5
1985,Cristinia,F,5
1985,Crysal,F,5
1985,Crystalina,F,5
1985,Crystalle,F,5
1985,Crystalrose,F,5
1985,Crystella,F,5
1985,Cynethia,F,5
1985,Cynthiaann,F,5
1985,Cynthis,F,5
1985,Cythina,F,5
1985,Daarina,F,5
1985,Dafina,F,5
1985,Dagmar,F,5
1985,Daiana,F,5
1985,Daisi,F,5
1985,Daja,F,5
1985,Dakesha,F,5
1985,Dala,F,5
1985,Daleena,F,5
1985,Dalesia,F,5
1985,Dalina,F,5
1985,Dalya,F,5
1985,Dametria,F,5
1985,Damonica,F,5
1985,Danaya,F,5
1985,Danecia,F,5
1985,Danesa,F,5
1985,Danice,F,5
1985,Danina,F,5
1985,Dannah,F,5
1985,Dannica,F,5
1985,Danniella,F,5
1985,Danyella,F,5
1985,Darbie,F,5
1985,Darchelle,F,5
1985,Darenda,F,5
1985,Darly,F,5
1985,Darrelle,F,5
1985,Dary,F,5
