name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
LAFLAMME,8633,3506,1.30,66434.70,97.26,0.29,0.37,0.20,0.88,1.00
AHO,8636,3505,1.30,66436.00,93.01,0.60,3.14,0.40,1.68,1.17
CAMPANA,8636,3505,1.30,66437.30,73.38,0.14,3.85,0.20,1.23,21.20
EMMETT,8636,3505,1.30,66438.60,94.89,2.25,0.23,0.29,1.06,1.28
STRAYER,8636,3505,1.30,66439.90,96.29,0.34,0.54,0.14,0.74,1.94
BOS,8640,3504,1.30,66441.20,95.66,0.51,0.68,0.31,0.86,1.97
KNIGHTEN,8640,3504,1.30,66442.50,53.22,41.70,0.29,1.34,2.17,1.28
WOLTERS,8640,3504,1.30,66443.80,95.12,0.43,0.46,0.63,1.40,1.97
AVERILL,8643,3503,1.30,66445.09,94.89,0.40,0.94,0.54,1.20,2.03
BHAKTA,8644,3502,1.30,66446.39,0.57,0.17,92.20,0.20,5.97,0.89
SCHUMAKER,8645,3501,1.30,66447.69,96.60,0.74,0.49,0.14,0.69,1.34
STUTTS,8645,3501,1.30,66448.99,90.72,6.80,(S),(S),0.83,1.34
BYER,8647,3499,1.30,66450.29,87.65,8.97,0.49,0.54,1.11,1.23
MAHONE,8647,3499,1.30,66451.58,27.12,68.25,0.40,1.26,1.74,1.23
MEJIAS,8647,3499,1.30,66452.88,5.86,1.51,0.63,0.14,0.31,91.54
BRICENO,8650,3498,1.30,66454.18,6.69,0.43,0.23,0.17,1.49,90.99
CLEMMER,8650,3498,1.30,66455.47,93.83,3.20,0.23,0.54,1.37,0.83
LAFOUNTAIN,8650,3498,1.30,66456.77,89.39,1.14,0.40,6.00,2.00,1.06
MANSELL,8650,3498,1.30,66458.07,87.22,7.98,0.23,0.69,1.69,2.20
RIEHL,8650,3498,1.30,66459.36,96.71,0.40,0.46,0.20,1.20,1.03
STAAB,8650,3498,1.30,66460.66,97.28,0.20,0.57,0.31,0.91,0.71
ZABALA,8650,3498,1.30,66461.96,12.49,0.57,13.18,0.29,1.43,72.04
LAFONTAINE,8657,3497,1.30,66463.25,80.81,1.57,0.46,4.29,2.17,10.69
MAGER,8657,3497,1.30,66464.55,94.02,2.23,0.51,0.43,1.34,1.46
ROSSETTI,8657,3497,1.30,66465.85,94.22,0.49,0.26,0.17,1.29,3.57
ADAMO,8660,3496,1.30,66467.14,93.79,0.83,0.57,0.34,1.40,3.06
BOGUE,8660,3496,1.30,66468.44,93.68,1.66,0.74,0.40,1.23,2.29
NORTHERN,8660,3496,1.30,66469.73,58.50,38.36,0.26,0.23,1.52,1.14
DISNEY,8663,3495,1.30,66471.03,94.42,2.23,0.31,0.54,1.06,1.43
MASSE,8663,3495,1.30,66472.32,90.76,4.32,0.54,0.26,1.55,2.58
SENTER,8663,3495,1.30,66473.62,86.27,9.70,0.40,0.31,1.55,1.77
YAEGER,8663,3495,1.30,66474.92,96.91,(S),0.63,(S),0.89,1.09
BISSON,8667,3493,1.29,66476.21,92.21,1.06,1.12,1.60,2.58,1.43
BOLDING,8667,3493,1.29,66477.51,76.90,18.35,0.34,1.20,1.57,1.63
DAHLBERG,8667,3493,1.29,66478.80,95.99,0.26,0.40,0.40,1.03,1.92
LEITNER,8667,3493,1.29,66480.10,95.88,1.29,(S),(S),0.94,1.03
ORMSBY,8671,3492,1.29,66481.39,88.17,4.95,0.60,0.26,1.89,4.12
BERARD,8672,3491,1.29,66482.68,89.77,5.93,0.43,0.14,1.78,1.95
BRAZELL,8672,3491,1.29,66483.98,86.25,9.80,0.49,0.92,1.17,1.37
HORD,8674,3490,1.29,66485.27,88.45,7.39,0.40,0.66,1.17,1.92
PICKLE,8674,3490,1.29,66486.57,95.16,1.69,0.17,0.52,1.00,1.46
AMAN,8676,3489,1.29,66487.86,86.16,3.01,4.67,0.37,3.64,2.15
GLENNON,8676,3489,1.29,66489.15,96.39,0.52,(S),(S),0.77,1.86
MCGUIGAN,8676,3489,1.29,66490.45,96.99,0.32,0.29,0.14,0.60,1.66
CAUTHEN,8679,3487,1.29,66491.74,71.87,25.70,0.14,0.32,1.32,0.66
DEARMAN,8679,3487,1.29,66493.03,85.69,6.48,0.46,1.92,1.61,3.84
REMBERT,8679,3487,1.29,66494.32,16.00,80.18,0.29,0.20,2.61,0.72
DELUCIA,8682,3486,1.29,66495.62,96.21,0.23,0.32,0.20,1.15,1.89
ENCISO,8683,3485,1.29,66496.91,6.57,(S),3.16,0.55,(S),89.12
KRATZER,8684,3484,1.29,66498.20,97.76,0.46,0.32,0.14,0.57,0.75
SCHOENFELD,8684,3484,1.29,66499.49,96.93,(S),0.37,(S),0.60,1.92
SLUSSER,8684,3484,1.29,66500.78,96.99,0.14,0.29,0.26,0.75,1.58
GILLAM,8687,3483,1.29,66502.07,80.68,15.93,0.40,0.17,1.46,1.35
MOTON,8688,3482,1.29,66503.36,9.02,84.61,1.09,0.43,3.02,1.84
RAEL,8688,3482,1.29,66504.65,16.28,0.23,0.57,1.67,0.98,80.27
RHODE,8688,3482,1.29,66505.95,91.30,3.65,0.52,1.75,0.92,1.87
EIDE,8691,3481,1.29,66507.24,95.26,0.46,0.95,0.95,0.98,1.41
BISH,8692,3480,1.29,66508.53,95.17,2.18,0.20,0.34,0.98,1.12
ELIASON,8692,3480,1.29,66509.82,97.21,0.20,0.32,0.32,0.92,1.03
GOODNIGHT,8692,3480,1.29,66511.11,89.22,5.89,0.26,1.24,1.61,1.78
HELFRICH,8692,3480,1.29,66512.40,96.95,0.34,0.37,0.20,0.92,1.21
BLOW,8696,3479,1.29,66513.69,58.26,37.51,0.63,0.37,1.38,1.84
CAMPION,8696,3479,1.29,66514.98,95.37,0.34,0.72,0.40,0.89,2.27
GERKEN,8696,3479,1.29,66516.26,96.75,(S),0.55,(S),1.09,1.26
ANZALONE,8699,3478,1.29,66517.55,95.86,(S),0.32,(S),1.27,2.16
GOLDENBERG,8699,3478,1.29,66518.84,95.69,0.20,0.43,0.00,1.12,2.56
MAIDEN,8699,3478,1.29,66520.13,64.55,32.03,0.35,0.49,1.35,1.24
MELLINGER,8699,3478,1.29,66521.42,97.47,0.20,0.46,0.14,0.75,0.98
NATIONS,8699,3478,1.29,66522.71,94.91,0.78,0.20,1.47,1.35,1.29
WAGERS,8704,3476,1.29,66524.00,96.63,0.35,0.20,1.01,1.04,0.78
ARGUELLES,8705,3475,1.29,66525.29,9.44,0.26,7.94,0.17,0.95,81.24
CHRISTEN,8705,3475,1.29,66526.58,92.23,4.81,0.46,0.23,1.01,1.27
GUTH,8707,3474,1.29,66527.86,96.49,0.35,0.83,0.20,1.04,1.09
STAMEY,8707,3474,1.29,66529.15,97.09,0.49,0.20,0.40,0.69,1.12
BALOGH,8709,3473,1.29,66530.44,94.99,0.37,0.35,0.37,1.55,2.36
BOZARTH,8709,3473,1.29,66531.73,96.20,0.32,0.26,0.86,1.04,1.32
GRAMMER,8711,3472,1.29,66533.01,91.71,3.46,0.66,0.95,1.47,1.76
ALDER,8712,3471,1.29,66534.30,93.11,3.08,0.78,0.20,1.27,1.56
CHAFIN,8712,3471,1.29,66535.59,95.39,1.09,0.49,0.86,1.38,0.78
FREER,8712,3471,1.29,66536.87,91.47,2.91,0.75,0.95,0.95,2.97
LATORRE,8712,3471,1.29,66538.16,47.94,(S),4.41,(S),1.30,45.55
PRINE,8712,3471,1.29,66539.45,93.49,1.24,0.52,1.01,1.09,2.65
BELISLE,8717,3470,1.29,66540.73,88.50,4.73,0.20,1.67,1.96,2.94
LINDHOLM,8717,3470,1.29,66542.02,96.28,0.26,0.75,0.37,0.92,1.41
ZALESKI,8717,3470,1.29,66543.31,97.15,0.14,0.58,0.23,1.12,0.78
BAZEMORE,8720,3469,1.29,66544.59,48.03,49.35,0.32,0.17,1.33,0.81
SWINSON,8720,3469,1.29,66545.88,61.52,34.85,0.43,0.35,1.35,1.50
ZACHARIAS,8720,3469,1.29,66547.16,88.01,0.55,5.36,0.63,1.47,3.98
ACORD,8723,3468,1.29,66548.45,94.46,0.92,0.37,0.58,1.41,2.25
GLAZER,8723,3468,1.29,66549.73,96.51,0.72,(S),(S),0.95,1.15
LIGGINS,8723,3468,1.29,66551.02,5.94,87.02,0.29,0.49,3.58,2.68
SAID,8723,3468,1.29,66552.31,51.90,19.29,5.51,(S),18.17,(S)
LUECK,8727,3467,1.29,66553.59,97.87,0.14,0.52,0.14,0.75,0.58
LUEDTKE,8727,3467,1.29,66554.88,97.55,(S),0.35,(S),0.75,0.92
BLACKSTONE,8729,3466,1.28,66556.16,82.72,13.07,0.40,0.32,1.62,1.88
COPPER,8729,3466,1.28,66557.45,56.49,38.57,0.52,0.52,2.02,1.88
BRAUD,8731,3465,1.28,66558.73,48.08,8.66,0.63,0.20,1.56,40.87
RIKER,8731,3465,1.28,66560.02,96.08,0.81,0.49,0.14,0.81,1.67
DEMELLO,8733,3463,1.28,66561.30,75.57,0.55,7.88,0.26,11.09,4.65
HAVEN,8733,3463,1.28,66562.58,89.81,4.19,0.23,2.19,1.70,1.88
RHEE,8733,3463,1.28,66563.87,4.53,(S),92.26,(S),1.99,0.64
RODE,8733,3463,1.28,66565.15,94.89,0.78,1.13,0.17,1.53,1.50
ANSLEY,8737,3462,1.28,66566.43,76.83,19.90,0.35,0.29,1.27,1.36
GALLIGAN,8737,3462,1.28,66567.72,95.87,0.72,0.58,0.20,0.81,1.82
NILSON,8737,3462,1.28,66569.00,81.60,14.15,0.69,0.90,1.21,1.44
RECORD,8737,3462,1.28,66570.28,87.38,7.31,0.58,0.92,1.59,2.22
GILLIARD,8741,3461,1.28,66571.57,25.63,70.53,(S),(S),1.44,1.85
PERA,8741,3461,1.28,66572.85,34.07,1.01,1.85,0.23,1.18,61.66
COPP,8743,3460,1.28,66574.13,94.74,0.69,0.92,0.64,1.39,1.62
DUNIGAN,8743,3460,1.28,66575.41,72.80,22.66,0.20,0.72,2.05,1.56
HAUGH,8743,3460,1.28,66576.70,95.75,0.75,(S),(S),1.18,1.65
GARR,8746,3459,1.28,66577.98,80.20,15.00,0.52,0.84,1.68,1.76
GRINNELL,8746,3459,1.28,66579.26,89.48,4.02,0.38,3.06,2.11,0.95
BODDIE,8748,3458,1.28,66580.54,22.04,74.12,0.32,0.35,2.23,0.95
CASELLA,8748,3458,1.28,66581.83,92.60,(S),0.58,(S),1.79,4.83
ELSWICK,8748,3458,1.28,66583.11,96.91,0.32,0.23,0.29,1.16,1.10
LEONHARDT,8748,3458,1.28,66584.39,96.62,0.29,0.43,0.26,1.01,1.39
MIKE,8748,3458,1.28,66585.67,42.89,31.67,0.95,20.33,1.79,2.37
SHAHAN,8748,3458,1.28,66586.95,94.19,0.55,1.56,0.26,2.17,1.27
DAYE,8754,3457,1.28,66588.23,33.67,61.30,0.64,0.95,2.34,1.10
MAURICIO,8754,3457,1.28,66589.52,13.77,0.67,10.67,0.67,2.29,71.94
MILLET,8754,3457,1.28,66590.80,75.50,10.88,0.84,0.26,1.53,10.99
CLAUSSEN,8757,3456,1.28,66592.08,95.98,0.14,0.61,0.32,1.22,1.74
PIERRELOUIS,8757,3456,1.28,66593.36,1.16,85.45,0.23,0.14,10.56,2.46
EMBREY,8759,3455,1.28,66594.64,90.56,4.49,0.46,0.69,1.53,2.26
FLEISCHMAN,8759,3455,1.28,66595.92,96.32,0.32,0.55,0.17,0.87,1.77
DURSO,8761,3454,1.28,66597.20,96.29,0.87,(S),(S),0.64,1.82
RANKINS,8762,3450,1.28,66598.48,25.71,69.51,(S),(S),2.23,1.71
WHISENANT,8762,3450,1.28,66599.76,91.80,4.58,0.20,1.04,1.13,1.25
LASKY,8764,3449,1.28,66601.04,96.43,0.23,0.67,0.35,0.99,1.33
ASKINS,8765,3447,1.28,66602.32,78.74,18.71,(S),(S),1.04,1.10
BURKES,8766,3446,1.28,66603.59,45.44,50.64,0.23,0.67,1.45,1.57
ROCHELLE,8766,3446,1.28,66604.87,69.38,25.74,0.61,0.73,1.68,1.86
RUPE,8766,3446,1.28,66606.15,94.89,0.26,0.64,1.02,1.51,1.68
HEALD,8769,3445,1.28,66607.43,95.21,0.73,0.49,0.73,1.07,1.77
JAGER,8769,3445,1.28,66608.70,93.93,0.81,0.96,0.96,1.80,1.54
KREGER,8769,3445,1.28,66609.98,96.75,0.17,0.35,0.58,1.13,1.02
MISHLER,8769,3445,1.28,66611.26,96.14,0.38,0.58,0.84,0.99,1.07
PLAYER,8769,3445,1.28,66612.53,62.21,33.90,0.38,0.49,1.54,1.48
HORWITZ,8774,3444,1.28,66613.81,97.18,(S),0.52,(S),0.90,1.10
LINEHAN,8774,3444,1.28,66615.09,95.79,0.49,0.75,0.29,1.42,1.25
JACOBI,8776,3443,1.28,66616.36,95.32,0.73,(S),(S),1.37,2.29
MAINE,8776,3443,1.28,66617.64,88.67,6.36,0.49,0.87,1.57,2.03
WIEST,8778,3442,1.28,66618.92,96.98,0.23,0.32,0.38,0.84,1.25
OSTROM,8779,3441,1.28,66620.19,95.70,0.15,0.55,0.41,1.69,1.51
JIMERSON,8780,3439,1.27,66621.47,40.39,45.33,0.17,8.90,3.61,1.60
SEALY,8780,3439,1.27,66622.74,54.55,38.06,0.47,0.93,2.18,3.81
ALVERSON,8782,3438,1.27,66624.01,90.20,6.46,0.73,0.47,1.13,1.02
SENIOR,8782,3438,1.27,66625.29,58.99,32.64,0.26,0.41,2.50,5.21
COLTER,8784,3436,1.27,66626.56,59.34,36.15,0.17,0.49,2.18,1.66
HASSETT,8784,3436,1.27,66627.84,96.86,0.26,0.41,0.29,0.87,1.31
MARINI,8786,3434,1.27,66629.11,92.05,0.41,1.31,0.00,1.49,4.75
MCBRAYER,8786,3434,1.27,66630.38,91.09,5.30,0.38,0.73,1.57,0.93
SCHLEICHER,8786,3434,1.27,66631.66,96.77,0.23,0.44,0.15,1.08,1.34
ARZOLA,8789,3433,1.27,66632.93,5.10,0.29,(S),(S),0.29,94.06
CONFER,8789,3433,1.27,66634.20,95.08,1.57,0.26,0.96,1.31,0.82
FREDERICKSON,8789,3433,1.27,66635.47,95.31,0.67,0.73,0.44,1.49,1.37
SOBEL,8789,3433,1.27,66636.75,96.21,0.35,0.73,0.15,0.87,1.69
TADLOCK,8789,3433,1.27,66638.02,91.96,3.73,0.41,1.02,1.49,1.40
BELMONTE,8794,3432,1.27,66639.29,59.50,0.26,8.92,0.17,2.07,29.08
CLYDE,8794,3432,1.27,66640.56,77.68,14.28,0.50,4.37,1.43,1.75
LEBRUN,8794,3432,1.27,66641.84,83.33,10.96,0.41,0.35,2.39,2.56
ALLEYNE,8797,3430,1.27,66643.11,2.65,87.11,0.35,0.38,4.49,5.01
HUSBAND,8798,3429,1.27,66644.38,69.32,25.55,0.32,0.41,1.46,2.95
LOZOYA,8798,3429,1.27,66645.65,3.12,0.26,0.15,0.17,0.23,96.06
TELLER,8798,3429,1.27,66646.92,75.65,3.24,0.52,13.59,2.42,4.58
BRIGMAN,8801,3428,1.27,66648.19,86.29,8.28,0.41,2.25,1.08,1.69
SECREST,8802,3427,1.27,66649.46,93.06,3.59,0.44,0.50,1.23,1.20
KRAJEWSKI,8803,3426,1.27,66650.73,97.69,0.15,0.44,0.15,0.58,0.99
NEIMAN,8803,3426,1.27,66652.00,95.91,0.47,0.61,0.41,1.02,1.58
TRULL,8803,3426,1.27,66653.27,93.05,3.77,0.18,0.26,1.28,1.46
VANHOOK,8806,3425,1.27,66654.54,77.46,19.56,0.41,0.23,1.05,1.28
WATTERSON,8806,3425,1.27,66655.81,88.29,6.74,0.26,1.31,1.14,2.25
BASKERVILLE,8808,3424,1.27,66657.08,23.25,72.20,0.29,0.20,3.04,1.02
SOTOMAYOR,8808,3424,1.27,66658.35,10.95,0.50,0.70,(S),(S),87.44
WOODRUM,8808,3424,1.27,66659.62,95.59,1.49,(S),(S),0.82,1.43
ARP,8811,3423,1.27,66660.89,94.92,1.58,0.79,0.53,0.82,1.37
FINKE,8811,3423,1.27,66662.16,97.22,0.35,0.44,0.15,0.73,1.11
HEARNE,8811,3423,1.27,66663.43,76.25,20.33,0.32,0.29,1.78,1.02
HOHMAN,8811,3423,1.27,66664.69,96.29,0.47,0.32,0.56,1.20,1.17
DANKO,8815,3422,1.27,66665.96,95.97,1.40,0.38,0.20,0.73,1.32
LAURIE,8815,3422,1.27,66667.23,89.36,6.20,0.85,0.26,1.37,1.96
MAUK,8815,3422,1.27,66668.50,95.09,1.17,1.29,0.32,0.88,1.26
CHMIELEWSKI,8818,3421,1.27,66669.77,97.37,(S),0.18,(S),1.29,0.96
HUTT,8818,3421,1.27,66671.04,85.24,11.34,0.53,0.38,1.52,0.99
LINDERMAN,8818,3421,1.27,66672.30,95.70,0.38,0.64,0.73,1.11,1.43
SPRINGFIELD,8818,3421,1.27,66673.57,58.81,36.25,0.44,0.88,1.96,1.67
KLIMEK,8822,3420,1.27,66674.84,96.32,0.23,0.79,0.18,1.05,1.43
PHINNEY,8822,3420,1.27,66676.11,94.85,1.29,0.79,0.18,1.17,1.73
LEBOEUF,8824,3419,1.27,66677.38,95.00,1.55,0.32,0.67,0.91,1.55
MCGLONE,8824,3419,1.27,66678.64,89.65,7.52,0.20,0.15,0.79,1.70
COGSWELL,8826,3418,1.27,66679.91,93.30,1.87,0.91,0.67,1.40,1.84
HOLMQUIST,8826,3418,1.27,66681.18,95.99,0.15,0.53,0.44,1.26,1.64
NICHOL,8826,3418,1.27,66682.44,92.16,3.80,0.47,0.41,1.46,1.70
KLINK,8829,3417,1.27,66683.71,96.81,0.29,0.61,0.18,0.67,1.43
DUNSTON,8830,3415,1.27,66684.98,33.24,61.82,0.38,0.61,2.37,1.58
KRAWCZYK,8830,3415,1.27,66686.24,96.90,(S),0.53,(S),1.05,1.17
DART,8832,3414,1.27,66687.51,92.53,2.64,0.82,1.03,1.23,1.76
SMITHERMAN,8832,3414,1.27,66688.77,83.66,13.30,0.47,0.38,1.32,0.88
WOODSIDE,8832,3414,1.27,66690.04,86.20,10.66,0.32,0.41,1.17,1.23
GASCA,8835,3413,1.27,66691.30,7.12,(S),(S),0.32,0.50,91.80
FOXWORTH,8836,3412,1.26,66692.57,54.75,41.85,0.41,0.41,1.32,1.26
KAMMERER,8836,3412,1.26,66693.83,96.16,(S),0.44,(S),1.06,2.11
SALA,8836,3412,1.26,66695.10,74.91,0.91,4.13,2.93,2.81,14.30
AUER,8839,3411,1.26,66696.36,95.69,0.35,0.53,0.18,1.17,2.08
PEGUES,8839,3411,1.26,66697.63,14.69,80.04,0.56,0.23,2.67,1.82
BUKOWSKI,8841,3409,1.26,66698.89,96.60,0.18,0.18,0.59,1.23,1.23
KOGER,8841,3409,1.26,66700.15,75.54,21.03,0.35,0.41,1.38,1.29
SPITZ,8841,3409,1.26,66701.42,96.42,(S),0.50,(S),1.23,1.32
BLOMQUIST,8844,3407,1.26,66702.68,96.60,0.41,0.56,0.41,0.79,1.23
BOMAR,8845,3406,1.26,66703.94,79.71,17.35,0.26,0.26,1.12,1.29
CREASY,8845,3406,1.26,66705.21,93.34,3.46,0.26,0.50,1.12,1.32
HOLUB,8845,3406,1.26,66706.47,97.03,(S),0.62,(S),0.59,1.41
GARRY,8848,3405,1.26,66707.73,77.91,16.09,0.65,0.47,0.79,4.08
LONEY,8848,3405,1.26,66708.99,78.65,15.89,0.65,0.97,1.73,2.11
CHEA,8850,3404,1.26,66710.26,3.00,4.85,82.17,0.18,6.49,3.32
DUPUY,8850,3404,1.26,66711.52,85.14,7.61,0.38,0.76,1.65,4.47
HABIB,8850,3404,1.26,66712.78,59.67,3.88,22.03,(S),11.87,(S)
JULIUS,8853,3403,1.26,66714.04,71.55,20.86,1.41,2.64,1.53,2.00
SEAVER,8853,3403,1.26,66715.30,95.71,0.56,1.23,0.26,1.47,0.76
SOWARDS,8853,3403,1.26,66716.56,95.92,1.20,0.15,0.71,0.94,1.09
BRAITHWAITE,8856,3402,1.26,66717.82,65.34,29.81,0.44,0.29,2.32,1.79
FULKS,8856,3402,1.26,66719.09,81.83,15.20,0.24,0.41,1.18,1.15
BRETZ,8858,3401,1.26,66720.35,95.82,0.53,0.47,0.26,0.82,2.09
MCCAMMON,8858,3401,1.26,66721.61,93.24,3.62,0.29,0.47,1.29,1.09
SEDILLO,8860,3400,1.26,66722.87,10.65,0.24,1.09,1.06,0.74,86.24
CHIASSON,8861,3399,1.26,66724.13,96.00,0.74,0.32,0.44,0.82,1.68
HORSTMAN,8861,3399,1.26,66725.39,97.21,(S),0.68,(S),1.24,0.71
ONEY,8861,3399,1.26,66726.65,90.59,5.06,0.41,1.32,1.27,1.35
MCCUSKER,8864,3398,1.26,66727.91,96.76,(S),(S),0.29,0.79,1.82
WAITES,8864,3398,1.26,66729.17,68.72,28.05,0.32,0.56,1.09,1.27
CONWELL,8866,3396,1.26,66730.43,73.14,23.06,0.53,0.82,1.24,1.21
FENSKE,8866,3396,1.26,66731.68,96.14,0.15,0.53,0.29,0.65,2.24
AGUINAGA,8868,3395,1.26,66732.94,6.92,(S),(S),0.18,0.27,92.43
BILES,8868,3395,1.26,66734.20,79.44,15.88,0.56,0.74,1.47,1.91
BROKAW,8868,3395,1.26,66735.46,94.90,1.18,0.56,0.41,1.35,1.59
CLOYD,8868,3395,1.26,66736.72,81.83,13.96,0.65,0.62,1.65,1.30
ASTORGA,8872,3394,1.26,66737.98,5.24,0.32,2.45,0.15,0.53,91.31
DEMAIO,8872,3394,1.26,66739.24,95.14,0.53,0.38,0.27,0.91,2.77
LIBERTY,8872,3394,1.26,66740.49,90.39,3.92,0.62,1.56,1.74,1.77
BARTHEL,8875,3391,1.26,66741.75,92.45,3.57,0.38,0.29,1.24,2.06
KAYSER,8875,3391,1.26,66743.01,96.02,0.56,0.71,0.27,0.71,1.74
LENNOX,8875,3391,1.26,66744.26,88.65,7.90,0.50,0.38,1.00,1.56
NEY,8875,3391,1.26,66745.52,94.28,0.74,2.30,0.21,1.15,1.33
LISS,8879,3390,1.26,66746.78,97.05,(S),0.50,(S),0.77,1.47
MATTOS,8879,3390,1.26,66748.03,67.73,2.92,2.86,0.24,9.56,16.70
PITZER,8879,3390,1.26,66749.29,96.28,0.83,0.47,0.59,0.77,1.06
PURSER,8879,3390,1.26,66750.55,93.57,0.65,0.32,2.27,1.12,2.06
TRAUTMAN,8879,3390,1.26,66751.80,96.99,0.62,0.15,0.27,0.71,1.27
BOBB,8884,3389,1.26,66753.06,63.97,28.89,0.35,3.84,1.65,1.30
CLACK,8884,3389,1.26,66754.32,72.71,23.72,0.35,0.50,1.33,1.39
SIAS,8884,3389,1.26,66755.57,47.60,26.53,0.32,0.74,1.42,23.40
STOLLER,8884,3389,1.26,66756.83,97.34,(S),0.38,(S),0.86,1.06
ROBILLARD,8888,3388,1.26,66758.09,91.26,5.02,0.77,0.71,1.03,1.21
ALMODOVAR,8889,3387,1.26,66759.34,6.58,1.36,2.60,(S),(S),88.66
CRIBB,8889,3387,1.26,66760.60,88.96,8.33,0.15,0.59,0.62,1.36
DAIL,8891,3386,1.26,66761.85,88.48,7.35,0.86,0.62,1.09,1.59
EBEL,8891,3386,1.26,66763.11,95.84,0.15,0.65,0.38,1.06,1.92
ERICKSEN,8891,3386,1.26,66764.36,97.11,(S),0.41,(S),1.30,0.86
GEIS,8891,3386,1.26,66765.62,97.02,(S),0.47,(S),0.97,1.15
OYLER,8891,3386,1.26,66766.87,96.25,0.15,0.35,0.71,1.06,1.48
CROPPER,8896,3385,1.25,66768.13,74.30,20.44,0.44,0.41,2.19,2.22
EVERITT,8896,3385,1.25,66769.38,93.71,2.75,0.35,0.21,1.54,1.45
MEISNER,8896,3385,1.25,66770.64,95.92,(S),(S),0.56,1.21,1.95
FRITH,8899,3384,1.25,66771.89,81.62,13.86,0.83,0.27,1.80,1.63
SKEENS,8899,3384,1.25,66773.15,95.89,1.57,(S),(S),0.74,1.21
BRADDY,8901,3382,1.25,66774.40,62.39,34.83,(S),(S),1.06,1.27
PRIVETT,8901,3382,1.25,66775.65,90.72,5.23,0.44,0.65,1.45,1.51
BETHUNE,8903,3380,1.25,66776.91,58.40,36.72,0.41,0.74,1.48,2.25
BOLICK,8903,3380,1.25,66778.16,96.95,1.07,(S),(S),0.65,0.65
JEFFREYS,8903,3380,1.25,66779.41,75.27,20.62,0.38,0.65,1.51,1.57
SEVERANCE,8903,3380,1.25,66780.67,94.41,1.51,0.59,0.92,1.21,1.36
BONO,8907,3379,1.25,66781.92,91.24,3.26,0.68,0.24,0.86,3.73
BROADBENT,8907,3379,1.25,66783.17,95.95,0.86,0.53,0.24,1.12,1.30
BUZZARD,8907,3379,1.25,66784.42,90.12,0.56,0.41,5.42,2.43,1.07
DELCID,8907,3379,1.25,66785.68,3.40,0.47,0.36,0.21,0.59,94.97
ADDIS,8911,3378,1.25,66786.93,93.72,2.13,0.68,0.38,1.63,1.45
JOHANNES,8911,3378,1.25,66788.18,84.81,9.44,1.66,0.15,2.43,1.51
CASTORENA,8913,3377,1.25,66789.43,7.14,(S),(S),0.41,0.30,91.92
SIMONSEN,8913,3377,1.25,66790.68,95.59,(S),0.71,(S),1.39,1.81
TIMS,8913,3377,1.25,66791.94,63.25,32.60,0.21,1.72,1.45,0.77
GLIDEWELL,8916,3376,1.25,66793.19,95.17,0.50,0.15,0.47,1.54,2.16
MUI,8916,3376,1.25,66794.44,3.70,0.77,92.45,0.00,2.04,1.04
OGILVIE,8916,3376,1.25,66795.69,80.69,13.51,1.16,0.39,2.16,2.10
SOUKUP,8916,3376,1.25,66796.94,97.30,(S),0.53,(S),0.89,0.80
REDWINE,8920,3375,1.25,66798.19,74.73,19.05,(S),(S),2.10,2.10
SUNDAY,8920,3375,1.25,66799.44,83.53,4.56,3.08,4.18,3.29,1.36
BORTON,8922,3373,1.25,66800.69,83.90,3.82,1.07,0.77,0.89,9.55
RUDISILL,8923,3372,1.25,66801.94,93.27,4.39,0.44,0.24,0.53,1.13
SCHUYLER,8923,3372,1.25,66803.19,90.69,2.37,0.53,3.05,2.11,1.25
BECKFORD,8925,3371,1.25,66804.44,12.61,77.40,0.24,0.33,4.33,5.10
APPLEWHITE,8926,3370,1.25,66805.69,37.36,58.61,0.33,0.24,1.69,1.78
GARTON,8926,3370,1.25,66806.94,93.68,1.42,0.27,0.65,0.95,3.03
GILKEY,8926,3370,1.25,66808.19,67.54,27.06,0.42,0.80,2.43,1.75
PASCUA,8926,3370,1.25,66809.44,10.89,0.39,75.43,0.21,7.21,5.88
ALSUP,8930,3369,1.25,66810.69,86.76,8.34,0.56,1.45,2.14,0.74
HALTERMAN,8930,3369,1.25,66811.94,96.35,0.33,0.50,0.27,1.10,1.45
DELREAL,8932,3367,1.25,66813.19,4.04,(S),0.18,(S),0.24,95.34
HUBBLE,8933,3366,1.25,66814.43,94.77,1.13,0.48,0.45,1.78,1.40
KROPP,8934,3365,1.25,66815.68,97.00,(S),(S),0.56,0.74,1.22
QUIJADA,8934,3365,1.25,66816.93,5.50,0.18,0.83,0.51,0.27,92.72
DUNKLE,8936,3364,1.25,66818.18,95.78,0.54,0.54,0.39,1.43,1.34
LEMIRE,8936,3364,1.25,66819.42,95.90,0.54,0.51,0.33,1.37,1.37
ATTAWAY,8938,3363,1.25,66820.67,80.11,15.17,0.54,0.65,1.40,2.14
DUNKIN,8938,3363,1.25,66821.92,86.77,8.15,0.42,0.92,1.99,1.75
LAMONTAGNE,8938,3363,1.25,66823.16,94.35,2.11,0.54,0.15,1.25,1.61
PAULIN,8938,3363,1.25,66824.41,71.13,10.82,1.46,0.27,1.67,14.66
BAUGHER,8942,3362,1.25,66825.66,97.35,0.24,0.39,0.36,0.92,0.74
HORNBECK,8942,3362,1.25,66826.90,92.98,3.27,0.42,0.83,1.40,1.10
