year,tract_name,geo_id,english_only_population_5_and_over,white,total_population,asian,adults_25_to_64_with_bachelors_degree,median_age,total_households,foreign_born_population,population_5_and_over,median_household_income,owner_occupied_homes_median_value,below_poverty_line,black,hispanic,state,county,tract
2010,"Census Tract 5026.02, Los Angeles County, California",14000US06037502602,1452,233,5083,104,2649,32.8,1293,1616,4692,50110,448600,367,77,5083,06,037,502602
2010,"Census Tract 5027, Los Angeles County, California",14000US06037502700,2514,530,6224,37,3062,34.5,1781,1103,5888,52702,391500,596,167,6224,06,037,502700
2010,"Census Tract 5028.01, Los Angeles County, California",14000US06037502801,2795,939,5920,241,3130,35.4,1536,1142,5489,72917,453000,230,72,5920,06,037,502801
2010,"Census Tract 5028.02, Los Angeles County, California",14000US06037502802,1324,607,2270,141,1287,43.7,767,497,2244,26557,32900,258,329,2270,06,037,502802
2010,"Census Tract 5029.01, Los Angeles County, California",14000US06037502901,1849,1012,5215,445,3035,34.2,1428,1801,4929,80167,427500,67,0,5215,06,037,502901
2010,"Census Tract 5029.02, Los Angeles County, California",14000US06037502902,1276,367,3859,137,1752,26.4,903,1192,3630,52295,403100,580,0,3859,06,037,502902
2010,"Census Tract 5030, Los Angeles County, California",14000US06037503000,766,294,5390,0,2506,25.6,1171,2002,4813,58598,330100,901,92,5390,06,037,503000
2010,"Census Tract 5031.03, Los Angeles County, California",14000US06037503103,1352,721,4678,228,2363,31.5,1026,1860,4346,69891,405500,374,0,4678,06,037,503103
2010,"Census Tract 5031.04, Los Angeles County, California",14000US06037503104,724,238,2599,0,1149,28.5,636,1060,2369,51827,358300,980,0,2599,06,037,503104
2010,"Census Tract 5031.05, Los Angeles County, California",14000US06037503105,941,472,4046,185,1919,28,985,1564,3839,57639,369200,484,0,4046,06,037,503105
2010,"Census Tract 5031.06, Los Angeles County, California",14000US06037503106,1748,973,3772,127,1798,31.8,1131,878,3431,59980,373200,444,42,3772,06,037,503106
2010,"Census Tract 5032.01, Los Angeles County, California",14000US06037503201,1919,888,4266,162,2173,37.6,1176,958,4053,86905,484100,178,17,4266,06,037,503201
2010,"Census Tract 5032.02, Los Angeles County, California",14000US06037503202,1730,1116,4620,272,2596,35.9,1309,1484,4289,63646,425800,428,12,4620,06,037,503202
2010,"Census Tract 5033.01, Los Angeles County, California",14000US06037503301,2089,1276,3246,0,1660,35.4,1007,239,3070,75529,429800,174,0,3246,06,037,503301
2010,"Census Tract 5033.02, Los Angeles County, California",14000US06037503302,2981,974,6833,324,3370,31.1,1937,1813,6408,54861,439200,830,15,6833,06,037,503302
2010,"Census Tract 5034.01, Los Angeles County, California",14000US06037503401,3775,2444,5749,291,3226,40.7,2220,732,5400,74531,478400,183,62,5749,06,037,503401
2010,"Census Tract 5034.02, Los Angeles County, California",14000US06037503402,3141,1838,4050,162,1984,40.3,1352,415,3775,72586,476100,125,51,4050,06,037,503402
2010,"Census Tract 5035.01, Los Angeles County, California",14000US06037503501,2884,1152,6570,213,3557,31.2,1992,1395,5873,67988,429200,510,73,6570,06,037,503501
2010,"Census Tract 5035.02, Los Angeles County, California",14000US06037503502,2435,1443,3988,85,2140,35.8,1262,492,3580,81267,457900,286,8,3988,06,037,503502
2010,"Census Tract 5036.01, Los Angeles County, California",14000US06037503601,3066,2125,4468,409,2166,37.8,1201,778,4258,76583,469500,184,138,4468,06,037,503601
2010,"Census Tract 5036.02, Los Angeles County, California",14000US06037503602,2650,1654,3765,353,1832,41.5,1211,660,3550,102476,608200,190,199,3765,06,037,503602
2010,"Census Tract 5037.01, Los Angeles County, California",14000US06037503701,3198,2114,5128,175,2618,32.5,1688,793,4874,63813,534400,490,20,5128,06,037,503701
2010,"Census Tract 5037.02, Los Angeles County, California",14000US06037503702,3313,2439,5049,209,2617,36.1,1635,800,4748,89205,496600,225,24,5049,06,037,503702
2010,"Census Tract 5037.03, Los Angeles County, California",14000US06037503703,3540,2212,7578,3436,3664,47.1,2983,2661,7280,81123,533800,335,70,7578,06,037,503703
2010,"Census Tract 5038.01, Los Angeles County, California",14000US06037503801,2274,1555,4072,454,2072,32.7,1174,939,3865,78226,515400,343,30,4072,06,037,503801
2010,"Census Tract 5038.02, Los Angeles County, California",14000US06037503802,2794,1454,4964,1503,2509,34.4,1541,1289,4633,86392,507100,136,161,4964,06,037,503802
2010,"Census Tract 5039.01, Los Angeles County, California",14000US06037503901,1803,1224,2763,181,1444,41.8,817,482,2634,86125,491100,265,102,2763,06,037,503901
2010,"Census Tract 5039.02, Los Angeles County, California",14000US06037503902,3072,1901,4648,520,2327,37.6,1408,780,4444,82222,494200,222,41,4648,06,037,503902
2010,"Census Tract 5040.01, Los Angeles County, California",14000US06037504001,3640,2607,4810,581,1576,22.6,1041,648,4647,75329,533000,64,83,4810,06,037,504001
2010,"Census Tract 5040.02, Los Angeles County, California",14000US06037504002,3278,2430,5536,608,2909,33.7,1666,1001,5196,66806,489700,361,44,5536,06,037,504002
2010,"Census Tract 5041.01, Los Angeles County, California",14000US06037504101,1814,1165,5570,252,2656,30.8,1433,1708,5179,57125,429000,290,61,5570,06,037,504101
2010,"Census Tract 5041.02, Los Angeles County, California",14000US06037504102,0,0,0,0,0,,0,0,0,,,0,0,0,06,037,504102
2010,"Census Tract 5300.03, Los Angeles County, California",14000US06037530003,1079,892,2925,492,1377,45,927,1056,2839,88021,599400,101,16,2925,06,037,530003
2010,"Census Tract 5300.04, Los Angeles County, California",14000US06037530004,1280,622,3580,462,1981,38.5,1194,988,3251,58450,490900,211,239,3580,06,037,530004
2010,"Census Tract 5300.05, Los Angeles County, California",14000US06037530005,1349,494,4506,2301,2368,43.4,1450,1959,4289,85000,591700,425,61,4506,06,037,530005
2010,"Census Tract 5300.06, Los Angeles County, California",14000US06037530006,1072,594,3687,800,2164,32.3,1380,1438,3441,60609,502900,446,12,3687,06,037,530006
2010,"Census Tract 5301.01, Los Angeles County, California",14000US06037530101,1251,428,5363,131,2816,32,1679,2099,4988,40781,405100,1277,84,5363,06,037,530101
2010,"Census Tract 5301.02, Los Angeles County, California",14000US06037530102,939,533,4752,192,2111,37.2,1610,1776,4350,35707,441300,433,0,4752,06,037,530102
2010,"Census Tract 5302.02, Los Angeles County, California",14000US06037530202,1076,217,4211,205,2290,35.9,1235,1448,3966,45292,437600,132,9,4211,06,037,530202
2010,"Census Tract 5302.03, Los Angeles County, California",14000US06037530203,511,218,3633,508,1939,33,1083,1845,3346,43716,435200,416,0,3633,06,037,530203
2010,"Census Tract 5302.04, Los Angeles County, California",14000US06037530204,584,221,3918,153,2097,30.5,1017,1753,3605,54233,472400,596,53,3918,06,037,530204
2010,"Census Tract 5303.01, Los Angeles County, California",14000US06037530301,144,21,2276,55,1230,32,607,1014,2072,43750,427700,124,0,2276,06,037,530301
2010,"Census Tract 5303.02, Los Angeles County, California",14000US06037530302,1071,163,6557,100,3362,32.4,1788,2540,6107,41585,421900,1738,8,6557,06,037,530302
2010,"Census Tract 5304, Los Angeles County, California",14000US06037530400,1272,8,3549,495,1550,37.4,1209,934,3341,28380,431100,1122,0,3549,06,037,530400
2010,"Census Tract 5305, Los Angeles County, California",14000US06037530500,383,0,4640,0,1998,30.8,1204,1662,4394,38000,338600,830,0,4640,06,037,530500
2010,"Census Tract 5306.01, Los Angeles County, California",14000US06037530601,714,77,3479,27,1677,31.5,779,1145,3200,58274,429500,788,0,3479,06,037,530601
2010,"Census Tract 5306.02, Los Angeles County, California",14000US06037530602,71,0,1098,0,440,28.3,312,541,1037,37700,426700,178,0,1098,06,037,530602
2010,"Census Tract 5307, Los Angeles County, California",14000US06037530700,168,30,2067,19,1081,29,474,838,1910,52250,351100,446,0,2067,06,037,530700
2010,"Census Tract 5308.01, Los Angeles County, California",14000US06037530801,777,63,6189,123,2792,26.4,1444,2530,5679,35303,354300,1746,0,6189,06,037,530801
2010,"Census Tract 5308.02, Los Angeles County, California",14000US06037530802,463,59,3380,114,1591,31,892,1451,3165,50093,434000,961,70,3380,06,037,530802
2010,"Census Tract 5309.01, Los Angeles County, California",14000US06037530901,200,38,3855,21,1808,24.7,852,1733,3286,36150,375600,868,0,3855,06,037,530901
2010,"Census Tract 5309.02, Los Angeles County, California",14000US06037530902,318,39,3939,78,1843,30,1091,1829,3717,27246,289700,872,0,3939,06,037,530902
2010,"Census Tract 5310, Los Angeles County, California",14000US06037531000,446,57,5226,0,2479,29.6,1284,2175,4785,43466,285200,1238,0,5226,06,037,531000
2010,"Census Tract 5311.01, Los Angeles County, California",14000US06037531101,424,114,5081,179,2473,32.2,1267,2670,4709,42789,366500,855,0,5081,06,037,531101
2010,"Census Tract 5311.02, Los Angeles County, California",14000US06037531102,251,0,2908,34,1407,36.5,853,1468,2810,33990,353300,419,0,2908,06,037,531102
2010,"Census Tract 5312.01, Los Angeles County, California",14000US06037531201,229,64,5393,0,2545,26.6,1215,2635,4868,38356,322700,1225,0,5393,06,037,531201
2010,"Census Tract 5312.02, Los Angeles County, California",14000US06037531202,353,0,4164,22,1883,26.9,1108,2021,3825,34385,376600,1092,0,4164,06,037,531202
2010,"Census Tract 5313.01, Los Angeles County, California",14000US06037531301,491,44,6029,0,3177,30.7,1267,3030,5617,38139,363700,1982,73,6029,06,037,531301
2010,"Census Tract 5313.02, Los Angeles County, California",14000US06037531302,225,95,6357,0,3206,26.2,1453,3250,5771,33987,332200,2150,0,6357,06,037,531302
2010,"Census Tract 5315.02, Los Angeles County, California",14000US06037531502,196,0,3229,0,1678,27.9,828,1487,2923,38056,322800,934,0,3229,06,037,531502
2010,"Census Tract 5315.03, Los Angeles County, California",14000US06037531503,239,51,3194,0,1552,25.8,763,1554,2934,38480,301200,831,0,3194,06,037,531503
2010,"Census Tract 5315.04, Los Angeles County, California",14000US06037531504,277,31,4325,0,2049,26.4,1107,1884,4004,39696,386900,995,0,4325,06,037,531504
2010,"Census Tract 5316.02, Los Angeles County, California",14000US06037531602,244,21,4552,0,2486,30.9,1145,2389,4215,32252,340000,956,38,4552,06,037,531602
2010,"Census Tract 5316.03, Los Angeles County, California",14000US06037531603,615,0,3595,0,1603,28.6,864,1554,3203,34973,344200,511,0,3595,06,037,531603
2010,"Census Tract 5316.04, Los Angeles County, California",14000US06037531604,458,0,3652,0,1851,32.3,877,1661,3374,32825,384800,1379,0,3652,06,037,531604
2010,"Census Tract 5317.01, Los Angeles County, California",14000US06037531701,467,58,5910,0,2797,27.3,1416,2816,5319,44091,422600,1082,0,5910,06,037,531701
2010,"Census Tract 5317.02, Los Angeles County, California",14000US06037531702,327,43,4322,0,2152,27.7,1246,2103,3865,34592,440100,754,0,4322,06,037,531702
2010,"Census Tract 5318, Los Angeles County, California",14000US06037531800,308,15,4708,10,2023,25.7,1143,2067,4133,38861,419100,975,0,4708,06,037,531800
2010,"Census Tract 5319.01, Los Angeles County, California",14000US06037531901,646,149,6016,0,3005,30.3,1709,2550,5530,35671,395300,1540,0,6016,06,037,531901
2010,"Census Tract 5319.02, Los Angeles County, California",14000US06037531902,749,52,4366,18,1945,28.1,1189,1387,3940,36250,337700,1058,0,4366,06,037,531902
2010,"Census Tract 5320.01, Los Angeles County, California",14000US06037532001,676,170,3370,31,1795,33.6,1096,1450,3207,38694,357500,944,18,3370,06,037,532001
2010,"Census Tract 5320.02, Los Angeles County, California",14000US06037532002,769,94,3459,20,1675,28.9,846,1594,3060,49423,350000,604,0,3459,06,037,532002
2010,"Census Tract 5321.01, Los Angeles County, California",14000US06037532101,1126,154,6456,343,3003,28.3,1761,2462,5825,38463,360100,1454,0,6456,06,037,532101
2010,"Census Tract 5321.02, Los Angeles County, California",14000US06037532102,859,287,3423,80,1624,33.8,1005,1043,3169,50893,411500,340,0,3423,06,037,532102
2010,"Census Tract 5322, Los Angeles County, California",14000US06037532200,1521,380,6820,53,3357,28.5,1779,2131,6127,41733,429900,1701,121,6820,06,037,532200
2010,"Census Tract 5323.02, Los Angeles County, California",14000US06037532302,1068,177,4918,0,1946,23.3,1014,1578,4610,50556,354100,279,234,4918,06,037,532302
2010,"Census Tract 5323.03, Los Angeles County, California",14000US06037532303,988,131,4099,21,2061,29.8,1154,1367,3851,48828,416000,647,0,4099,06,037,532303
2010,"Census Tract 5323.04, Los Angeles County, California",14000US06037532304,1102,438,4969,228,2916,36.3,926,1958,4585,51912,387900,1644,347,4969,06,037,532304
2010,"Census Tract 5324, Los Angeles County, California",14000US06037532400,27,4,128,7,65,30.4,37,84,128,38625,325000,12,0,128,06,037,532400
2010,"Census Tract 5325, Los Angeles County, California",14000US06037532500,135,0,4386,128,2261,29.6,1086,2329,3969,41875,339000,990,37,4386,06,037,532500
2010,"Census Tract 5326.03, Los Angeles County, California",14000US06037532603,245,36,3509,52,1771,26.9,783,1531,3065,29659,555100,1213,0,3509,06,037,532603
2010,"Census Tract 5326.04, Los Angeles County, California",14000US06037532604,165,0,2754,35,1255,26.4,680,1328,2385,34286,312500,467,0,2754,06,037,532604
2010,"Census Tract 5326.05, Los Angeles County, California",14000US06037532605,141,74,3554,59,1495,27.8,1069,2014,3229,26550,356800,955,23,3554,06,037,532605
2010,"Census Tract 5326.06, Los Angeles County, California",14000US06037532606,317,90,4063,0,1870,36.4,1165,2095,3770,30276,546900,1370,51,4063,06,037,532606
2010,"Census Tract 5327, Los Angeles County, California",14000US06037532700,219,9,2535,0,1244,26.4,604,1279,2258,37778,474000,476,88,2535,06,037,532700
2010,"Census Tract 5328, Los Angeles County, California",14000US06037532800,754,7,3991,8,1961,25.7,944,1612,3586,24905,414000,1572,675,3991,06,037,532800
2010,"Census Tract 5329, Los Angeles County, California",14000US06037532900,466,39,6315,0,2793,25.1,1556,3007,5723,28711,373000,2258,282,6315,06,037,532900
2010,"Census Tract 5330.01, Los Angeles County, California",14000US06037533001,188,91,3936,0,1983,27.1,950,1695,3575,30431,404300,1059,126,3936,06,037,533001
2010,"Census Tract 5330.02, Los Angeles County, California",14000US06037533002,118,0,2601,0,1315,25.9,602,1102,2362,40357,379400,691,34,2601,06,037,533002
2010,"Census Tract 5331.03, Los Angeles County, California",14000US06037533103,78,11,3354,11,1708,29.3,817,1972,3115,30809,536900,1027,0,3354,06,037,533103
2010,"Census Tract 5331.04, Los Angeles County, California",14000US06037533104,71,19,4175,0,1905,29.3,1196,2446,3884,22840,334200,1712,0,4175,06,037,533104
2010,"Census Tract 5331.05, Los Angeles County, California",14000US06037533105,145,24,2744,0,1382,27.7,637,1513,2415,36563,569300,934,0,2744,06,037,533105
2010,"Census Tract 5331.06, Los Angeles County, California",14000US06037533106,133,16,1772,0,917,27.8,395,650,1613,44023,448400,324,0,1772,06,037,533106
2010,"Census Tract 5331.07, Los Angeles County, California",14000US06037533107,118,17,3435,47,1828,30.7,962,1820,3141,35859,519700,609,0,3435,06,037,533107
2010,"Census Tract 5332.01, Los Angeles County, California",14000US06037533201,283,74,2633,0,1270,28.3,663,1160,2426,40343,289300,569,0,2633,06,037,533201
2010,"Census Tract 5332.02, Los Angeles County, California",14000US06037533202,114,59,2820,0,1338,32.2,610,1539,2566,48176,370600,409,0,2820,06,037,533202
2010,"Census Tract 5332.03, Los Angeles County, California",14000US06037533203,63,14,2161,0,957,25.5,445,1059,1960,39479,393200,482,0,2161,06,037,533203
2010,"Census Tract 5333, Los Angeles County, California",14000US06037533300,210,86,3689,0,1842,26.3,809,2069,3233,41993,296200,756,0,3689,06,037,533300
2010,"Census Tract 5334.01, Los Angeles County, California",14000US06037533401,238,45,5536,0,2827,29.4,1197,2771,4888,51226,389400,1938,70,5536,06,037,533401
2010,"Census Tract 5334.02, Los Angeles County, California",14000US06037533402,357,0,3867,0,1831,26.5,1037,1817,3629,34531,409900,426,0,3867,06,037,533402
2010,"Census Tract 5334.03, Los Angeles County, California",14000US06037533403,160,37,2801,180,1488,35.1,692,1492,2594,34929,405900,570,18,2801,06,037,533403
2010,"Census Tract 5335.01, Los Angeles County, California",14000US06037533501,67,0,3232,0,1494,24.9,697,1792,2886,43639,462500,545,0,3232,06,037,533501
2010,"Census Tract 5335.02, Los Angeles County, California",14000US06037533502,175,29,2636,0,1216,27.2,555,1261,2388,41573,438100,456,0,2636,06,037,533502
2010,"Census Tract 5335.03, Los Angeles County, California",14000US06037533503,93,24,1759,0,785,27.1,428,877,1567,41000,424200,330,0,1759,06,037,533503
2010,"Census Tract 5336.01, Los Angeles County, California",14000US06037533601,262,115,5045,0,2573,26.5,1188,2473,4374,41543,359500,957,0,5045,06,037,533601
2010,"Census Tract 5336.02, Los Angeles County, California",14000US06037533602,327,160,5305,0,2748,28.1,1387,2627,4662,37661,411200,1053,0,5305,06,037,533602
2010,"Census Tract 5336.03, Los Angeles County, California",14000US06037533603,525,589,5899,0,2624,28.3,1663,2888,5395,35337,347200,1646,0,5899,06,037,533603
2010,"Census Tract 5337.01, Los Angeles County, California",14000US06037533701,330,112,3739,0,1629,25,1009,1662,3472,35075,335600,678,0,3739,06,037,533701
2010,"Census Tract 5337.02, Los Angeles County, California",14000US06037533702,304,39,3565,0,1803,26.1,825,1662,3297,38039,390600,1061,40,3565,06,037,533702
2010,"Census Tract 5337.03, Los Angeles County, California",14000US06037533703,418,42,4318,0,2003,25.1,1042,1881,3790,39184,270800,732,0,4318,06,037,533703
2010,"Census Tract 5338.03, Los Angeles County, California",14000US06037533803,672,474,5934,39,2830,28.3,1603,2736,5289,39055,373700,1110,56,5934,06,037,533803
2010,"Census Tract 5338.04, Los Angeles County, California",14000US06037533804,134,98,4213,9,1945,27.7,1158,1926,3758,39439,326600,723,0,4213,06,037,533804
2010,"Census Tract 5338.05, Los Angeles County, California",14000US06037533805,353,180,3872,16,1932,27.2,951,1879,3643,48516,309100,438,0,3872,06,037,533805
2010,"Census Tract 5338.06, Los Angeles County, California",14000US06037533806,536,296,4152,1,1974,25.5,1050,1927,3831,31094,95900,1198,24,4152,06,037,533806
2010,"Census Tract 5339.01, Los Angeles County, California",14000US06037533901,419,237,5762,0,2943,28.4,1463,2665,5221,42452,369100,1303,0,5762,06,037,533901
2010,"Census Tract 5339.02, Los Angeles County, California",14000US06037533902,95,40,4053,9,2052,28.8,985,2437,3772,35601,336800,820,0,4053,06,037,533902
2010,"Census Tract 5340.01, Los Angeles County, California",14000US06037534001,285,124,5978,0,2804,26.8,1314,2669,5124,39032,453100,1389,0,5978,06,037,534001
2010,"Census Tract 5340.02, Los Angeles County, California",14000US06037534002,477,166,4148,0,2115,29.8,965,1866,3881,38924,347000,1027,46,4148,06,037,534002
2010,"Census Tract 5341.01, Los Angeles County, California",14000US06037534101,285,87,2402,144,1372,27.9,560,1058,2109,36919,414900,199,0,2402,06,037,534101
2010,"Census Tract 5341.02, Los Angeles County, California",14000US06037534102,468,76,6532,0,3005,25.7,1517,2992,5993,41993,450500,1241,39,6532,06,037,534102
2010,"Census Tract 5342.01, Los Angeles County, California",14000US06037534201,256,48,3957,0,1808,28.5,1106,2004,3671,30976,451600,1291,53,3957,06,037,534201
2010,"Census Tract 5342.02, Los Angeles County, California",14000US06037534202,133,201,5941,91,2657,23.7,1252,2633,5401,41268,333300,1586,68,5941,06,037,534202
2010,"Census Tract 5342.03, Los Angeles County, California",14000US06037534203,133,53,3635,19,1606,25.8,878,1590,3288,37813,258800,651,0,3635,06,037,534203
2010,"Census Tract 5343.01, Los Angeles County, California",14000US06037534301,314,69,4702,49,2305,26.8,1140,2376,4163,37778,236100,861,0,4702,06,037,534301
2010,"Census Tract 5343.02, Los Angeles County, California",14000US06037534302,348,0,3906,12,1810,24.3,868,1864,3667,40602,426200,1059,53,3906,06,037,534302
2010,"Census Tract 5344.03, Los Angeles County, California",14000US06037534403,214,18,2985,0,1255,27.2,738,1437,2722,48010,413500,348,0,2985,06,037,534403
2010,"Census Tract 5344.04, Los Angeles County, California",14000US06037534404,563,198,3965,0,1999,27.5,965,1874,3561,44006,182700,903,0,3965,06,037,534404
2010,"Census Tract 5344.05, Los Angeles County, California",14000US06037534405,298,166,4108,164,1843,23.7,895,2101,3685,40164,36700,1537,0,4108,06,037,534405
2010,"Census Tract 5344.06, Los Angeles County, California",14000US06037534406,266,52,4188,0,2121,27.6,991,2007,3857,45482,434600,1090,33,4188,06,037,534406
2010,"Census Tract 5345.01, Los Angeles County, California",14000US06037534501,571,250,6001,52,3106,29.4,1264,2808,5537,49728,425800,1032,0,6001,06,037,534501
2010,"Census Tract 5345.02, Los Angeles County, California",14000US06037534502,180,41,3654,66,1893,29.7,975,1866,3373,47261,359700,556,34,3654,06,037,534502
2010,"Census Tract 5347, Los Angeles County, California",14000US06037534700,488,79,4137,0,2148,33.4,878,1994,3789,43585,379500,786,0,4137,06,037,534700
2010,"Census Tract 5348.02, Los Angeles County, California",14000US06037534802,146,8,3179,0,1776,32,718,1610,2898,48065,432600,442,0,3179,06,037,534802
2010,"Census Tract 5348.03, Los Angeles County, California",14000US06037534803,214,74,5340,0,2872,30.7,1171,2768,4971,40496,381000,1761,0,5340,06,037,534803
2010,"Census Tract 5348.04, Los Angeles County, California",14000US06037534804,261,58,4030,0,1762,27.6,883,1819,3584,30655,400700,1570,0,4030,06,037,534804
2010,"Census Tract 5349, Los Angeles County, California",14000US06037534900,419,66,6874,11,3628,28.3,1558,3582,6312,43068,341500,1287,66,6874,06,037,534900
2010,"Census Tract 5350.01, Los Angeles County, California",14000US06037535001,405,66,4757,0,2268,27.1,990,2419,4149,30710,292600,1630,396,4757,06,037,535001
2010,"Census Tract 5350.02, Los Angeles County, California",14000US06037535002,256,132,3165,0,1440,25.1,724,1457,2903,42500,287500,1000,154,3165,06,037,535002
2010,"Census Tract 5351.01, Los Angeles County, California",14000US06037535101,1555,26,7186,0,3443,26.6,1670,2648,6331,35221,283600,2282,1275,7186,06,037,535101
2010,"Census Tract 5351.02, Los Angeles County, California",14000US06037535102,834,0,4009,0,1928,28.3,936,1568,3680,34500,363100,1044,723,4009,06,037,535102
2010,"Census Tract 5352, Los Angeles County, California",14000US06037535200,1560,51,5996,0,2581,22.6,1184,2174,5584,49105,321800,1444,1490,5996,06,037,535200
2010,"Census Tract 5353, Los Angeles County, California",14000US06037535300,516,60,5869,54,2780,25.9,1425,2455,5268,38147,326500,1591,329,5869,06,037,535300
2010,"Census Tract 5354, Los Angeles County, California",14000US06037535400,534,8,3600,0,1587,22.7,714,1325,3089,40430,325200,1040,600,3600,06,037,535400
2010,"Census Tract 5355.01, Los Angeles County, California",14000US06037535501,300,81,3563,0,1749,27.2,1022,1450,3133,37069,328000,775,0,3563,06,037,535501
2010,"Census Tract 5355.02, Los Angeles County, California",14000US06037535502,396,40,5525,0,2617,26,1242,2359,4889,46500,284200,986,0,5525,06,037,535502
2010,"Census Tract 5355.03, Los Angeles County, California",14000US06037535503,321,55,2228,0,1175,31.4,608,918,2045,30435,220800,613,0,2228,06,037,535503
2010,"Census Tract 5356.03, Los Angeles County, California",14000US06037535603,401,38,3812,19,1849,26.4,898,1940,3423,26854,467400,1116,16,3812,06,037,535603
2010,"Census Tract 5356.04, Los Angeles County, California",14000US06037535604,457,23,4070,0,2087,28.5,1023,1784,3688,39225,351600,895,0,4070,06,037,535604
2010,"Census Tract 5356.05, Los Angeles County, California",14000US06037535605,259,48,4210,0,2222,28.2,1104,1972,3748,32727,292900,1051,27,4210,06,037,535605
2010,"Census Tract 5356.06, Los Angeles County, California",14000US06037535606,42,0,2064,0,919,26.5,509,971,1904,32875,426100,656,0,2064,06,037,535606
2010,"Census Tract 5356.07, Los Angeles County, California",14000US06037535607,316,168,4158,0,2181,30.4,1047,1916,3900,44399,375000,612,0,4158,06,037,535607
2010,"Census Tract 5357.01, Los Angeles County, California",14000US06037535701,677,222,6351,137,3091,28.1,1510,3098,5835,43553,420000,1202,0,6351,06,037,535701
2010,"Census Tract 5357.02, Los Angeles County, California",14000US06037535702,562,91,5298,19,2603,31.1,1354,2679,4984,34873,379500,1381,14,5298,06,037,535702
2010,"Census Tract 5358.02, Los Angeles County, California",14000US06037535802,525,95,6868,68,3552,31.9,1680,3520,6384,44329,343700,1402,0,6868,06,037,535802
2010,"Census Tract 5358.03, Los Angeles County, California",14000US06037535803,278,82,4316,0,2181,29.2,1077,2469,4063,42386,444300,944,24,4316,06,037,535803
2010,"Census Tract 5358.04, Los Angeles County, California",14000US06037535804,294,11,5275,0,2662,26.5,1365,2720,4705,39901,391600,1244,0,5275,06,037,535804
2010,"Census Tract 5359.01, Los Angeles County, California",14000US06037535901,543,192,6096,0,3095,27.5,1452,2693,5570,46653,356500,569,0,6096,06,037,535901
2010,"Census Tract 5359.02, Los Angeles County, California",14000US06037535902,699,289,7018,35,3385,29.9,1568,2591,6523,56389,407600,1217,0,7018,06,037,535902
2010,"Census Tract 5360, Los Angeles County, California",14000US06037536000,413,27,4066,13,1943,28.9,1044,2375,3736,39236,422600,551,47,4066,06,037,536000
2010,"Census Tract 5361.02, Los Angeles County, California",14000US06037536102,896,606,2905,141,1539,39,1043,1092,2741,66715,368600,198,54,2905,06,037,536102
2010,"Census Tract 5361.03, Los Angeles County, California",14000US06037536103,598,210,5480,256,2978,32.1,1460,2616,4980,46667,358600,468,0,5480,06,037,536103
2010,"Census Tract 5361.04, Los Angeles County, California",14000US06037536104,308,19,4096,0,2005,27.5,976,1521,3651,56476,468800,536,66,4096,06,037,536104
2010,"Census Tract 5362, Los Angeles County, California",14000US06037536200,1636,927,7284,199,3528,29,1846,2484,6641,58487,361200,1079,0,7284,06,037,536200
2010,"Census Tract 5400, Los Angeles County, California",14000US06037540000,496,77,6060,73,2856,25.2,1490,2609,5529,39485,421100,1052,348,6060,06,037,540000
2010,"Census Tract 5401.01, Los Angeles County, California",14000US06037540101,815,142,5530,24,2866,30,1399,2444,5161,45458,390700,697,472,5530,06,037,540101
2010,"Census Tract 5401.02, Los Angeles County, California",14000US06037540102,1052,19,6395,0,3300,28,1428,2603,5806,52005,407700,925,707,6395,06,037,540102
2010,"Census Tract 5402.01, Los Angeles County, California",14000US06037540201,109,34,2616,0,1193,24.5,617,1376,2372,32318,470000,501,0,2616,06,037,540201
2010,"Census Tract 5402.02, Los Angeles County, California",14000US06037540202,842,217,6870,17,3211,28.5,1606,2828,6250,35833,480700,2184,428,6870,06,037,540202
2010,"Census Tract 5402.03, Los Angeles County, California",14000US06037540203,657,49,5384,0,2644,26.2,1239,2666,4820,41083,434800,1173,402,5384,06,037,540203
2010,"Census Tract 5403, Los Angeles County, California",14000US06037540300,741,227,5400,0,2533,25.8,1227,2437,4968,50474,378800,964,203,5400,06,037,540300
2010,"Census Tract 5404, Los Angeles County, California",14000US06037540400,434,0,2264,0,1000,23.2,462,958,2173,35417,377000,965,243,2264,06,037,540400
2010,"Census Tract 5405.01, Los Angeles County, California",14000US06037540501,3369,849,9099,57,5400,31.4,1108,2275,8710,43882,321700,1389,2024,9099,06,037,540501
2010,"Census Tract 5405.02, Los Angeles County, California",14000US06037540502,1843,417,6852,100,3817,29.1,1436,2473,6277,30324,381600,1930,1238,6852,06,037,540502
2010,"Census Tract 5406, Los Angeles County, California",14000US06037540600,1578,41,3550,29,1430,23.1,950,1045,3102,31366,367000,1146,1428,3550,06,037,540600
2010,"Census Tract 5407, Los Angeles County, California",14000US06037540700,1471,50,2958,45,1463,28.9,788,660,2720,36814,330200,292,1415,2958,06,037,540700
2010,"Census Tract 5408, Los Angeles County, California",14000US06037540800,3750,17,5282,41,2547,33.1,1694,790,5098,33000,320400,1015,3896,5282,06,037,540800
2010,"Census Tract 5409.01, Los Angeles County, California",14000US06037540901,2492,221,5122,0,2619,30.8,1175,1336,4794,41904,368100,1104,2272,5122,06,037,540901
2010,"Census Tract 5409.02, Los Angeles County, California",14000US06037540902,3098,51,4769,54,2513,35.9,1442,793,4497,45672,344500,812,2927,4769,06,037,540902
